"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"6815841748","Barack Obama","Spread the good news!","2012-06-19T20:22:44+0000","photo","https://www.facebook.com/ilikeobamacare/photos/a.325587804169892.76519.325578590837480/384450621616943/?type=1","6815841748_317610954991927",63861,3710,11258
"6815841748","Barack Obama","Whether you’re a teacher, education professional, or simply someone who cares about our children’s future, Educators for Obama is for you: http://OFA.BO/A4CAWx","2012-06-19T00:58:44+0000","video","http://www.youtube.com/watch?v=NTC5L-gaUNk","6815841748_484630308230001",10331,851,813
"6815841748","Barack Obama","President Obama knows firsthand how tough it is to pay for college. Join him in telling Congress to prevent student loan interest rates from doubling—then share this with your friends so they can, too: http://OFA.BO/LnJ2YL","2012-06-18T16:31:31+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150984420676749/?type=1","6815841748_10150984420731749",57973,2877,8526
"6815841748","Barack Obama","A personal message from Michelle Obama about the President as a dad.","2012-06-17T22:42:37+0000","video","http://www.youtube.com/watch?v=Tz28tO2IIeM","6815841748_189362811192041",18777,2493,2649
"6815841748","Barack Obama","President Obama on being a dad: “My hardest but always my most rewarding job.”","2012-06-17T15:31:22+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150982152096749/?type=1","6815841748_10150982152166749",277602,8319,13196
"6815841748","Barack Obama","Thanks to President Obama, young, law-abiding undocumented immigrants who were brought here as children—the Dreamers—are protected from deportation. Stand with the President in support of a more fair, efficient, and just immigration policy: http://OFA.BO/UrQPep","2012-06-16T21:41:19+0000","photo","https://www.facebook.com/Latinosforobama/photos/a.10150473412951534.358757.22203686533/10150842719226534/?type=1","6815841748_162635843870206",71757,11015,5354
"6815841748","Barack Obama","The First Lady is new to Pinterest—check out her first few pins: http://OFA.BO/NrvnQ3","2012-06-16T16:43:36+0000","photo","https://www.facebook.com/michelleobama/photos/a.10150238318835578.467644.22092775577/10151828202505578/?type=1","6815841748_386574471405091",14910,1251,770
"6815841748","Barack Obama",NA,"2012-06-11T20:35:45+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150970083666749/?type=1","6815841748_10150970083666749",41101,4897,6280
"6815841748","Barack Obama","Join Obama for America for a fall internship at campaign HQ. It’s the home stretch—and it’s gonna be exciting: http://OFA.BO/EcNjfy","2012-06-10T23:21:34+0000","video","http://www.youtube.com/watch?v=47IP64zIcG0","6815841748_400848606623027",4296,1002,231
"6815841748","Barack Obama",NA,"2012-06-09T14:56:42+0000","photo","https://www.facebook.com/michelleobama/photos/a.10150238318835578.467644.22092775577/10151812116235578/?type=1","6815841748_386613434718592",39498,2472,859
"6815841748","Barack Obama",NA,"2012-06-09T00:24:28+0000","photo","https://www.facebook.com/ofatruthteam/photos/a.362236893796909.84936.348991775121421/428610533826211/?type=1","6815841748_448703878475735",32593,5582,6264
"6815841748","Barack Obama","Stand with President Obama—tell the Senate GOP that equal pay for equal work is a right, not a privilege: http://OFA.BO/qxXipK","2012-06-07T00:17:27+0000","photo","https://www.facebook.com/democrats/photos/a.413933741942.188832.12301006942/10150874667141943/?type=1","6815841748_368025109924107",42109,3043,14275
"6815841748","Barack Obama","Like your state’s page to get local updates on the latest from the campaign—then share this with your friends so they’re in the loop too: http://OFA.BO/X4ZmWz","2012-06-06T15:22:59+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150959971846749/?type=1","6815841748_10150959971871749",8378,907,442
"6815841748","Barack Obama","Like and share this letter if you agree with Lilly Ledbetter and President Obama: Women should earn equal pay for equal work. (via Women for Obama)","2012-06-05T17:25:06+0000","photo","https://www.facebook.com/WomenforObama/photos/a.10150442734531252.402605.18753646251/10150964560321252/?type=1","6815841748_248834251890006",63892,2004,5826
"6815841748","Barack Obama","Sarah Jessica Parker invites you to come by her place on June 14th to meet the Obamas—really. Your last chance to join them is midnight tonight: http://OFA.BO/XxKopX","2012-06-04T15:30:52+0000","video","http://www.youtube.com/watch?v=FkY_vX3jI5E","6815841748_251440838290565",5181,1137,210
"6815841748","Barack Obama","If you’ve got a pet and you’re for Obama, Pet Lovers for Obama is a page you should like.","2012-06-04T00:15:16+0000","photo","https://www.facebook.com/petloversforobama/photos/a.353550314657899.97035.349449535067977/448656595147270/?type=1","6815841748_370073486385828",61514,2924,1710
"6815841748","Barack Obama","Check it out and pass it on: A new interactive timeline showing the progress President Obama and the LGBT community have made over the last three years. http://OFA.BO/HGbhoj","2012-06-03T15:18:18+0000","photo","https://www.facebook.com/obamapride/photos/a.10151096935090603.780660.55618600602/10151781894895603/?type=1","6815841748_377977012250277",10027,1478,646
"6815841748","Barack Obama","The First Lady answers your questions about who inspires her, the Obamas’ support for marriage equality, and when she thinks we'll see a woman in the Oval Office.","2012-06-02T15:55:19+0000","video","http://www.youtube.com/watch?v=TwWPrpwhMSI","6815841748_308666979221525",4509,607,274
"6815841748","Barack Obama","Romney economics: It didn't work then, and it won't work now. Share this video to help get the word out. http://OFA.BO/iLUfXP","2012-05-31T16:12:06+0000","video","http://www.youtube.com/watch?v=PlnaYOv0DZY","6815841748_400049840037207",9043,6913,4203
"6815841748","Barack Obama","Tomorrow's a big fundraising deadline—and what we put into this campaign is what we'll get out of it. Chip in $3 or more today: http://OFA.BO/v5ZrDF","2012-05-31T01:16:20+0000","status",NA,"6815841748_10150944494071749",973,599,24
"6815841748","Barack Obama","""Our nation owes a debt to its fallen heroes that we can never fully repay. But we can honor their sacrifice, and we must. We must honor it in our own lives by holding their memories close to our hearts, and heeding the example they set.""—President Obama","2012-05-28T15:58:16+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150938698806749/?type=1","6815841748_10150938698986749",75478,4169,5097
"6815841748","Barack Obama","What does change mean to you? Share your answer by taking a photo, making some art, or recording a video: http://OFA.BO/bcQrFJ","2012-05-27T15:05:17+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150936287611749/?type=1","6815841748_10150936287691749",13648,4030,1116
"6815841748","Barack Obama","Three years after President Obama nominated Sonia Sotomayor to the Supreme Court, her story still inspires.","2012-05-26T22:19:54+0000","photo","https://www.facebook.com/Latinosforobama/photos/a.10150473412951534.358757.22203686533/10150800080456534/?type=1","6815841748_244874222280968",45467,2074,2065
"6815841748","Barack Obama",NA,"2012-05-26T15:19:11+0000","photo","https://www.facebook.com/democrats/photos/a.413933741942.188832.12301006942/10150844553491943/?type=1","6815841748_315324548541856",31923,2369,2623
"6815841748","Barack Obama","A hug, circa 1992.","2012-05-25T22:28:47+0000","photo","https://www.facebook.com/michelleobama/photos/a.10150238318835578.467644.22092775577/10151760337550578/?type=1","6815841748_392198860832465",286846,9449,13857
